AverageWordLength,TypeTokenRatio,RootTypeTokenRatio,AvgTreeDepth,AvgTreeScore,MLC,MLS,MLT,C_S,C_T,CT_T,DC_C,DC_T,CP_C,CP_T,T_S,CN_C,CN_T,VP_T,SentenceCount,AvgSentenceLengthInWords,AvgSentenceLengthInChars,NounVariation,VerbVariation,AdjectiveVariation,AdverbVariation,VerbVariation1,SquaredVerbVariation1,CorrectedVerbVariation1,LexicalDensity,label
4.507813,0.552734,12.506951,11.096774,-136.376712,10.545455,18.709677,17.058824,1.774194,1.617647,0.823529,0.436364,0.705882,0.290909,0.470588,1.096774,2.018182,3.264706,0.470588,31,18.709677,74.709677,0.451049,0.297203,0.13986,0.111888,0.4,13.6,2.607681,0.493103,Elementary
4.464029,0.528777,12.468377,11.171429,-120.732383,8.115385,18.085714,16.230769,2.228571,2,0.897436,0.410256,0.820513,0.089744,0.179487,1.114286,1.192308,2.384615,0.179487,35,18.085714,71.142857,0.42042,0.357357,0.114114,0.108108,0.344538,14.12605,2.657635,0.526066,Elementary
4.421227,0.507463,12.461283,9.3,-117.661437,10.615385,17.25,16.428571,1.625,1.547619,0.5,0.323077,0.5,0.246154,0.380952,1.05,1.892308,2.928571,0.380952,40,17.25,66.65,0.516949,0.257062,0.138418,0.087571,0.406593,15.043956,2.742622,0.513043,Elementary
4.73817,0.574132,14.456287,9.3,-124.652665,9.821918,17.925,14.34,1.825,1.46,0.5,0.315068,0.46,0.150685,0.22,1.25,1.69863,2.48,0.22,40,17.925,74.975,0.476658,0.277641,0.157248,0.088452,0.415929,19.548673,3.126393,0.567643,Elementary
4.883224,0.542763,13.383267,10.756757,-128.431384,9.619718,18.459459,15.883721,1.918919,1.651163,0.651163,0.394366,0.651163,0.140845,0.232558,1.162162,1.605634,2.651163,0.232558,37,18.459459,80.459459,0.494764,0.290576,0.13089,0.08377,0.378378,15.891892,2.818855,0.559297,Elementary
5.161926,0.547046,11.694507,11.391304,-155.213025,11.772727,22.521739,19.923077,1.913043,1.692308,0.730769,0.386364,0.653846,0.318182,0.538462,1.130435,3.363636,5.692308,0.538462,23,22.521739,103.956522,0.535971,0.23741,0.18705,0.039568,0.469697,14.560606,2.698204,0.53668,Elementary
5.119141,0.552734,12.506951,10.25,-252.735704,14.170732,18.15625,19.366667,1.28125,1.366667,0.633333,0.439024,0.6,0.414634,0.566667,0.9375,5.02439,6.866667,0.566667,32,18.15625,83.15625,0.509375,0.25,0.184375,0.05625,0.475,18.05,3.004164,0.550775,Intermediate
4.94235,0.567627,12.054569,13.3,-169.465283,11,24.75,23.571429,2.25,2.142857,1,0.466667,1,0.311111,0.666667,1.05,2.644444,5.666667,0.666667,20,24.75,111.45,0.451613,0.329749,0.150538,0.0681,0.467391,20.097826,3.170002,0.563636,Intermediate
4.780204,0.564774,14.803123,11.5,-151.042668,10.914286,21.222222,20.105263,1.944444,1.842105,0.842105,0.428571,0.789474,0.271429,0.5,1.055556,3.3,6.078947,0.5,36,21.222222,91.444444,0.458438,0.279597,0.20403,0.057935,0.477477,25.306306,3.557127,0.519634,Intermediate
4.765112,0.583765,14.046801,13.818182,-202.9259,13.166667,28.727273,26.333333,2.181818,2,1,0.458333,0.916667,0.333333,0.666667,1.090909,4.625,9.25,0.666667,22,28.727273,125.409091,0.542522,0.290323,0.120235,0.046921,0.555556,30.555556,3.90868,0.539557,Intermediate
4.57868,0.510998,12.42262,13.571429,-203.450717,11.553571,30.809524,24.884615,2.666667,2.153846,1.576923,0.535714,1.153846,0.214286,0.461538,1.238095,3.017857,6.5,0.461538,21,30.809524,128.857143,0.511696,0.330409,0.096491,0.061404,0.433628,21.247788,3.259432,0.528594,Intermediate
4.706478,0.554656,12.327843,13.086957,-156.073666,11.744681,24,21.230769,2.043478,1.807692,0.884615,0.446809,0.807692,0.212766,0.384615,1.130435,3,5.423077,0.384615,23,24,101.086957,0.476351,0.290541,0.155405,0.077703,0.569767,27.918605,3.736215,0.536232,Intermediate
4.914842,0.557178,15.974584,9.163265,-138.004714,12.025316,19.387755,15.079365,1.612245,1.253968,0.31746,0.253165,0.31746,0.253165,0.31746,1.285714,2.341772,2.936508,0.31746,49,19.387755,82.938776,0.554672,0.244533,0.11332,0.087475,0.439024,23.707317,3.442914,0.529474,Intermediate
5.004399,0.494135,12.904397,11.636364,-157.262921,10.657143,22.606061,20.722222,2.121212,1.944444,1.027778,0.5,0.972222,0.214286,0.416667,1.090909,3.5,6.805556,0.416667,33,22.606061,103.666667,0.515892,0.303178,0.144254,0.036675,0.451613,25.290323,3.556004,0.548257,Intermediate
4.990272,0.571984,12.967784,11.68,-156.23269,13.372093,23,21.296296,1.72,1.592593,0.666667,0.395349,0.62963,0.232558,0.37037,1.08,4.116279,6.555556,0.37037,25,23,102.92,0.518868,0.286164,0.147799,0.04717,0.538462,26.384615,3.632122,0.553043,Intermediate
5.238571,0.58,15.345358,10.444444,-215.590714,13,22.027778,18.880952,1.694444,1.452381,0.428571,0.295082,0.428571,0.409836,0.595238,1.166667,3.163934,4.595238,0.595238,36,22.027778,102.75,0.525612,0.262806,0.140312,0.071269,0.550847,35.805085,4.23114,0.566204,Intermediate
5.261667,0.538333,13.18642,14.272727,-205.700528,11.186441,30,22,2.681818,1.966667,1.066667,0.440678,0.866667,0.271186,0.533333,1.363636,2.338983,4.6,0.533333,22,30,143.863636,0.539084,0.283019,0.132075,0.045822,0.47619,23.809524,3.450328,0.562121,Intermediate
5.392989,0.595941,13.874038,10.035714,-156.326472,11.788462,21.892857,18.575758,1.857143,1.575758,0.424242,0.230769,0.363636,0.365385,0.575758,1.178571,2.634615,4.151515,0.575758,28,21.892857,104.964286,0.464286,0.258242,0.197802,0.07967,0.521277,25.542553,3.573692,0.593801,Intermediate
4.974178,0.561033,11.579588,11.764706,-190.858567,16.785714,27.647059,24.736842,1.647059,1.473684,0.578947,0.321429,0.473684,0.357143,0.526316,1.117647,4.714286,6.947368,0.526316,17,27.647059,125.117647,0.600733,0.201465,0.142857,0.054945,0.6,19.8,3.146427,0.580851,Intermediate
4.939024,0.594077,14.233065,13.521739,-202.294545,9.861538,27.869565,20.03125,2.826087,2.03125,1.375,0.507692,1.03125,0.338462,0.6875,1.391304,2.261538,4.59375,0.6875,23,27.869565,123.608696,0.563584,0.297688,0.095376,0.043353,0.533981,29.368932,3.832032,0.539782,Intermediate
4.543317,0.512376,14.564469,12.783784,-160.696171,12.728571,24.081081,21.214286,1.891892,1.666667,0.857143,0.457143,0.761905,0.414286,0.690476,1.135135,2.871429,4.785714,0.690476,37,24.081081,99.216216,0.488017,0.339869,0.117647,0.054466,0.435897,29.641026,3.849742,0.515152,Intermediate
4.374798,0.529887,13.183433,12.65625,-148.980998,9.342466,21.3125,16.238095,2.28125,1.738095,0.785714,0.369863,0.642857,0.178082,0.309524,1.3125,1.808219,3.142857,0.309524,32,21.3125,84.875,0.381081,0.378378,0.116216,0.124324,0.407143,23.207143,3.406402,0.542522,Intermediate
4.742794,0.523282,15.715881,10.568627,-139.591989,13.197368,19.666667,19.666667,1.490196,1.490196,0.431373,0.276316,0.411765,0.315789,0.470588,1,3.105263,4.627451,0.470588,51,19.666667,83.882353,0.489796,0.289425,0.146568,0.074212,0.429487,28.775641,3.793128,0.537388,Intermediate
4.702381,0.527778,14.51149,10.692308,-152.561451,11.364865,21.564103,17.520833,1.897436,1.541667,0.8125,0.418919,0.645833,0.216216,0.333333,1.230769,2.567568,3.958333,0.333333,39,21.564103,91.153846,0.457077,0.290023,0.155452,0.097448,0.488,29.768,3.857979,0.512485,Intermediate
4.911972,0.580986,13.846492,10.666667,-148.94737,12.745098,21.666667,19.69697,1.7,1.545455,0.515152,0.333333,0.515152,0.156863,0.242424,1.1,2.54902,3.939394,0.242424,30,21.666667,93,0.551075,0.266129,0.115591,0.067204,0.515152,26.272727,3.624412,0.572308,Intermediate
4.963589,0.495449,13.739211,11.891892,-153.322642,11.236842,23.081081,20.829268,2.054054,1.853659,0.829268,0.421053,0.780488,0.210526,0.390244,1.108108,3.078947,5.707317,0.390244,37,23.081081,103.594595,0.457447,0.280851,0.187234,0.074468,0.424242,23.757576,3.446562,0.550351,Intermediate
4.506477,0.497409,13.820462,11.589744,-141.24018,11.459459,21.74359,16.96,1.897436,1.48,0.58,0.324324,0.48,0.297297,0.44,1.282051,2.797297,4.14,0.44,39,21.74359,89.205128,0.473068,0.313817,0.145199,0.067916,0.432836,25.104478,3.542914,0.503538,Intermediate
4.501445,0.580925,15.281747,9.976744,-134.582974,11.791045,18.372093,16.808511,1.55814,1.425532,0.468085,0.343284,0.489362,0.179104,0.255319,1.093023,2.537313,3.617021,0.255319,43,18.372093,72.44186,0.433333,0.328571,0.130952,0.107143,0.427536,25.224638,3.551383,0.531646,Intermediate
5.025878,0.534196,12.42508,12.666667,-170.632093,12.333333,24.666667,21.925926,2,1.777778,0.666667,0.354167,0.62963,0.291667,0.518519,1.125,3.791667,6.740741,0.518519,24,24.666667,113.625,0.522523,0.273273,0.147147,0.057057,0.483516,21.274725,3.261497,0.5625,Intermediate
4.423501,0.499388,14.274113,9.5,-125.817442,8.336364,14.790323,13.289855,1.774194,1.594203,0.637681,0.390909,0.623188,0.109091,0.173913,1.112903,1.318182,2.101449,0.173913,62,14.790323,58.419355,0.390756,0.380252,0.134454,0.094538,0.392265,27.850829,3.731677,0.519084,Intermediate
4.892206,0.535655,13.153577,9.970588,-136.171145,12.773585,19.911765,18.297297,1.558824,1.432432,0.405405,0.301887,0.432432,0.339623,0.486486,1.088235,2.396226,3.432432,0.486486,34,19.911765,87,0.529255,0.260638,0.130319,0.079787,0.489796,23.510204,3.428571,0.555391,Intermediate
4.808298,0.543634,14.37292,11.051282,-136.649842,9.646341,20.282051,17.577778,2.102564,1.822222,0.733333,0.353659,0.644444,0.182927,0.333333,1.153846,2.865854,5.222222,0.333333,39,20.282051,86.384615,0.447727,0.334091,0.136364,0.081818,0.442177,28.741497,3.790877,0.556258,Intermediate
5.018031,0.496533,13.332617,12.147059,-156.174141,10.90411,23.411765,19.9,2.147059,1.825,0.875,0.452055,0.825,0.191781,0.35,1.176471,2.136986,3.9,0.35,34,23.411765,106.647059,0.548463,0.295508,0.08747,0.068558,0.432,23.328,3.41526,0.531407,Intermediate
4.732847,0.564964,14.78651,10.823529,-159.295542,13.625,22.441176,19.075,1.647059,1.4,0.525,0.339286,0.475,0.5,0.7,1.176471,2.982143,4.175,0.7,34,22.441176,95.588235,0.507246,0.263285,0.137681,0.091787,0.486239,25.770642,3.589613,0.542595,Intermediate
5.122112,0.584158,14.380267,13.96,-192.756207,10.758065,26.68,23,2.48,2.137931,1.275862,0.532258,1.137931,0.177419,0.37931,1.16,3.032258,6.482759,0.37931,25,26.68,124.16,0.510309,0.306701,0.139175,0.043814,0.605042,43.563025,4.667067,0.581709,Intermediate
4.558322,0.543906,15.024009,9.553571,-106.363014,10.53012,15.607143,13.65625,1.482143,1.296875,0.375,0.277108,0.359375,0.277108,0.359375,1.142857,1.39759,1.8125,0.359375,56,15.607143,62.107143,0.474299,0.345794,0.098131,0.081776,0.486486,35.027027,4.184915,0.489703,Intermediate
4.865099,0.576733,16.393823,10.111111,-118.295634,10.065934,16.962963,15.793103,1.685185,1.568966,0.534483,0.351648,0.551724,0.131868,0.206897,1.074074,1.868132,2.931034,0.206897,54,16.962963,72.796296,0.478615,0.299389,0.13442,0.087576,0.47619,33.333333,4.082483,0.536026,Intermediate
4.952,0.592,11.464031,11.944444,-154.854262,12.84375,22.833333,20.55,1.777778,1.6,0.65,0.34375,0.55,0.25,0.4,1.111111,3.4375,5.5,0.4,18,22.833333,103.166667,0.569444,0.25463,0.115741,0.060185,0.581818,18.618182,3.05108,0.525547,Intermediate
4.897959,0.507289,13.286702,12.75,-157.826747,9.727273,23.40625,19.710526,2.40625,2.026316,1.052632,0.493506,1,0.155844,0.315789,1.1875,2.74026,5.552632,0.315789,32,23.40625,105,0.45,0.3175,0.1625,0.07,0.433071,23.818898,3.451007,0.534045,Intermediate
4.599016,0.499385,14.239042,11.7,-155.657935,11.602564,22.625,17.745098,1.95,1.529412,0.607843,0.320513,0.490196,0.282051,0.431373,1.275,2.576923,3.941176,0.431373,40,22.625,93.475,0.51134,0.305155,0.127835,0.05567,0.439189,28.547297,3.778048,0.535912,Intermediate
4.86934,0.525226,14.602805,11.609756,-142.84635,9.91954,21.04878,16.596154,2.121951,1.673077,0.75,0.37931,0.634615,0.183908,0.307692,1.268293,2.137931,3.576923,0.307692,41,21.04878,92,0.4946,0.313175,0.12527,0.066955,0.413793,24.827586,3.523321,0.536501,Intermediate
4.695214,0.523929,14.763288,11.65,-196.917712,11.461538,22.35,19.866667,1.95,1.733333,0.733333,0.358974,0.622222,0.294872,0.511111,1.125,2.782051,4.822222,0.511111,40,22.35,94.2,0.461039,0.287879,0.162338,0.088745,0.345865,15.909774,2.820441,0.516779,Intermediate
4.678516,0.534776,13.602664,12.7,-158.953382,11.539683,24.233333,20.771429,2.1,1.8,0.942857,0.396825,0.714286,0.238095,0.428571,1.166667,2.285714,4.114286,0.428571,30,24.233333,100.9,0.510989,0.318681,0.107143,0.063187,0.491379,28.008621,3.742233,0.500688,Intermediate
4.794231,0.588462,13.418988,9.931034,-149.148156,16.125,22.241379,15.357143,1.37931,0.952381,0.261905,0.225,0.214286,0.425,0.404762,1.448276,2.925,2.785714,0.404762,29,22.241379,89.275862,0.541796,0.266254,0.126935,0.065015,0.453488,17.686047,2.973722,0.500775,Intermediate
4.680683,0.536137,14.789988,11.131579,-155.782098,11.459459,22.315789,18.844444,1.947368,1.644444,0.6,0.324324,0.533333,0.148649,0.244444,1.184211,2.527027,4.155556,0.244444,38,22.315789,93.736842,0.511848,0.303318,0.116114,0.06872,0.53125,36.125,4.25,0.497642,Intermediate
4.841521,0.561014,14.092517,10.4,-138.011379,11.583333,19.857143,17.375,1.714286,1.5,0.4,0.266667,0.4,0.166667,0.25,1.142857,2.783333,4.175,0.25,35,19.857143,87.742857,0.498667,0.28,0.144,0.077333,0.485714,24.771429,3.519334,0.539568,Intermediate
4.882033,0.544465,12.78043,11.592593,-155.519654,11.388889,22.777778,19.83871,2,1.741935,0.774194,0.425926,0.741935,0.296296,0.516129,1.148148,3.240741,5.645161,0.516129,27,22.777778,99.62963,0.53268,0.24183,0.163399,0.062092,0.540541,21.621622,3.28798,0.497561,Intermediate
5.146199,0.553606,12.538906,11.423077,-150.882202,11.979167,22.115385,22.115385,1.846154,1.846154,0.5,0.270833,0.5,0.166667,0.307692,1,3.083333,5.692308,0.307692,26,22.115385,102.461538,0.474843,0.27673,0.157233,0.091195,0.409091,14.727273,2.713602,0.553043,Intermediate
4.715862,0.529655,14.261402,10.238095,-136.733474,12.507692,19.357143,17.297872,1.547619,1.382979,0.531915,0.338462,0.468085,0.353846,0.489362,1.119048,2.8,3.87234,0.489362,42,19.357143,81.595238,0.545882,0.287059,0.122353,0.044706,0.557377,37.901639,4.353254,0.522755,Intermediate
4.880651,0.573237,13.480211,11.37931,-149.375274,11.017857,21.275862,20.566667,1.931034,1.866667,0.766667,0.410714,0.766667,0.196429,0.366667,1.034483,2.75,5.133333,0.366667,29,21.275862,93.62069,0.566474,0.274566,0.130058,0.028902,0.494737,23.252632,3.409738,0.560778,Intermediate
4.66087,0.547826,15.543208,9.018519,-122.720905,12.168831,17.351852,16.732143,1.425926,1.375,0.482143,0.324675,0.446429,0.246753,0.339286,1.037037,2.337662,3.214286,0.339286,54,17.351852,69.481481,0.458515,0.292576,0.157205,0.091703,0.492537,32.507463,4.031592,0.488794,Intermediate
5.309985,0.512668,13.279973,13.16129,-168.254636,11.983607,23.580645,22.151515,1.967742,1.848485,0.818182,0.409836,0.757576,0.163934,0.30303,1.064516,3.327869,6.151515,0.30303,31,23.580645,115.193548,0.549884,0.278422,0.109049,0.062645,0.433333,22.533333,3.356586,0.589603,Intermediate
5.269923,0.469152,13.085884,12.735294,-174.638662,12.15493,25.382353,22.128205,2.088235,1.820513,0.74359,0.408451,0.74359,0.267606,0.487179,1.147059,3.830986,6.974359,0.487179,34,25.382353,121.529412,0.624176,0.259341,0.072527,0.043956,0.474576,26.576271,3.64529,0.527231,Intermediate
4.860795,0.555398,14.736367,11.029412,-155.565716,10.77027,23.441176,18.97619,2.176471,1.761905,0.857143,0.432432,0.761905,0.22973,0.404762,1.235294,1.972973,3.47619,0.404762,34,23.441176,100.647059,0.488998,0.300733,0.129584,0.080685,0.569106,39.837398,4.463037,0.513174,Intermediate
5.330882,0.561765,14.649031,11.827586,-185.493793,12.435484,26.586207,21.416667,2.137931,1.722222,0.777778,0.387097,0.666667,0.290323,0.5,1.241379,3.919355,6.75,0.5,29,26.586207,125.551724,0.497706,0.208716,0.227064,0.066514,0.428571,16.714286,2.890872,0.565499,Intermediate
4.684375,0.49375,12.490997,14.965517,-161.447427,9.885714,23.862069,21.625,2.413793,2.1875,1.15625,0.528571,1.15625,0.114286,0.25,1.103448,2.9,6.34375,0.25,29,23.862069,103.37931,0.508152,0.334239,0.103261,0.054348,0.471545,27.349593,3.697945,0.531792,Intermediate
4.466187,0.526619,13.883171,11.108108,-144.236447,10.302632,21.162162,17.795455,2.054054,1.727273,0.954545,0.460526,0.795455,0.157895,0.272727,1.189189,2.144737,3.704545,0.272727,37,21.162162,83.891892,0.435115,0.338422,0.129771,0.096692,0.37594,18.796992,3.065697,0.501916,Intermediate
4.462236,0.501511,12.903546,10.777778,-138.248128,11.453125,20.361111,19.289474,1.777778,1.684211,0.815789,0.4375,0.736842,0.234375,0.394737,1.055556,2.265625,3.815789,0.394737,36,20.361111,82.055556,0.455331,0.334294,0.086455,0.123919,0.474138,26.077586,3.610927,0.473397,Intermediate
4.940387,0.52161,13.5116,12.25,-141.237197,10.642857,20.694444,20.694444,1.944444,1.944444,0.972222,0.5,0.972222,0.171429,0.333333,1,3,5.833333,0.333333,36,20.694444,92.083333,0.441327,0.329082,0.145408,0.084184,0.511628,33.767442,4.108981,0.526174,Intermediate
4.631378,0.531888,14.892857,11.939394,-178.814873,12.385714,26.272727,22.815789,2.121212,1.842105,0.868421,0.471429,0.868421,0.242857,0.447368,1.151515,3.8,7,0.447368,33,26.272727,110.030303,0.497817,0.257642,0.137555,0.106987,0.491525,28.508475,3.775478,0.528258,Intermediate
4.73224,0.489071,13.232061,10.2,-166.873535,15.314815,23.628571,18.795455,1.542857,1.227273,0.295455,0.203704,0.25,0.425926,0.522727,1.257143,3.777778,4.636364,0.522727,35,23.628571,98.971429,0.573113,0.231132,0.139151,0.056604,0.44898,19.755102,3.142857,0.512696,Intermediate
4.775907,0.553109,15.368066,10.634146,-198.122122,11.315789,20.97561,16.862745,1.853659,1.490196,0.411765,0.263158,0.392157,0.197368,0.294118,1.243902,2.657895,3.960784,0.294118,41,20.97561,90.121951,0.496718,0.28884,0.140044,0.074398,0.492424,32.007576,4.000473,0.531395,Intermediate
4.820442,0.558011,15.014542,12.586207,-187.751452,10.153846,27.310345,22,2.689655,2.166667,1.25,0.512821,1.111111,0.25641,0.555556,1.241379,2.666667,5.777778,0.555556,29,27.310345,120.344828,0.486047,0.283721,0.148837,0.081395,0.45082,24.795082,3.521014,0.542929,Intermediate
5.110063,0.592767,14.949022,11.28125,-288.040176,11.645161,22.5625,19,1.9375,1.631579,0.684211,0.387097,0.631579,0.274194,0.447368,1.1875,2.33871,3.815789,0.447368,32,22.5625,102.3125,0.596535,0.25,0.113861,0.039604,0.584158,34.465347,4.151226,0.559557,Intermediate
5.096774,0.498065,13.865529,10.042553,-123.694445,12.449275,18.276596,16.519231,1.468085,1.326923,0.346154,0.26087,0.346154,0.188406,0.25,1.106383,3.391304,4.5,0.25,47,18.276596,84.212766,0.437229,0.268398,0.194805,0.099567,0.427419,22.653226,3.365503,0.537835,Intermediate
4.778267,0.524229,13.68027,11.297297,-138.453379,10.971014,20.459459,18.925,1.864865,1.725,0.725,0.391304,0.675,0.217391,0.375,1.081081,2.57971,4.45,0.375,37,20.459459,88.162162,0.483117,0.311688,0.122078,0.083117,0.416667,20.833333,3.227486,0.508587,Intermediate
4.860244,0.614654,16.686469,10.575,-144.017835,10.551282,20.575,18.704545,1.95,1.772727,0.704545,0.358974,0.636364,0.166667,0.295455,1.1,1.987179,3.522727,0.295455,40,20.575,89.55,0.427646,0.287257,0.159827,0.12527,0.556391,41.172932,4.537231,0.562576,Intermediate
5.053942,0.561549,15.099302,10.540541,-155.672818,13.516667,21.918919,17.630435,1.621622,1.304348,0.413043,0.333333,0.434783,0.516667,0.673913,1.243243,4.266667,5.565217,0.673913,37,21.918919,98.756757,0.493617,0.251064,0.187234,0.068085,0.440678,22.915254,3.384912,0.579531,Intermediate
5.077778,0.554167,14.869852,11.8125,-175.092019,11.28169,25.03125,19.071429,2.21875,1.690476,0.785714,0.43662,0.738095,0.253521,0.428571,1.3125,3.605634,6.095238,0.428571,32,25.03125,114.5,0.510588,0.251765,0.188235,0.049412,0.598131,38.280374,4.37495,0.530587,Intermediate
4.943182,0.634091,13.300803,11.384615,-127.275178,9.94,19.115385,16.566667,1.923077,1.666667,0.666667,0.38,0.633333,0.14,0.233333,1.153846,2.34,3.9,0.233333,26,19.115385,83.961538,0.535316,0.29368,0.092937,0.078067,0.594937,27.962025,3.739119,0.541247,Intermediate
5.0558,0.509545,13.297069,12.225806,-200.246662,11.382353,24.967742,22.764706,2.193548,2,1.029412,0.441176,0.882353,0.294118,0.588235,1.096774,4.455882,8.911765,0.588235,31,24.967742,111.580645,0.502513,0.271357,0.155779,0.070352,0.425926,19.592593,3.129904,0.514212,Intermediate
4.301587,0.44127,11.075785,12.225806,-140.22155,8.345238,22.612903,18.945946,2.709677,2.27027,1.297297,0.47619,1.081081,0.130952,0.297297,1.193548,1.357143,3.081081,0.297297,31,22.612903,87.419355,0.42638,0.383436,0.113497,0.076687,0.312,12.168,2.466577,0.46505,Intermediate
4.637435,0.515707,14.25442,10.469388,-125.414302,10.987179,17.489796,15.581818,1.591837,1.418182,0.527273,0.371795,0.527273,0.141026,0.2,1.122449,2.423077,3.436364,0.2,49,17.489796,72.795918,0.470067,0.299335,0.135255,0.095344,0.451852,27.562963,3.712342,0.526254,Intermediate
4.933444,0.584027,14.317589,10.2,-170.821253,15.630435,23.966667,21.787879,1.533333,1.393939,0.30303,0.195652,0.272727,0.413043,0.575758,1.1,4.173913,5.818182,0.575758,30,23.966667,101.233333,0.559682,0.198939,0.172414,0.068966,0.573333,24.653333,3.510935,0.524339,Intermediate
4.581137,0.507628,13.630552,10.243902,-189.686338,11.657143,19.902439,19.428571,1.707317,1.666667,0.452381,0.342857,0.571429,0.2,0.333333,1.02439,3.428571,5.714286,0.333333,41,19.902439,80.756098,0.482927,0.260976,0.156098,0.1,0.411215,18.093458,3.007778,0.502451,Intermediate
5.152,0.549333,15.044113,12.162162,-164.418371,11.383562,22.459459,20.268293,1.972973,1.780488,0.560976,0.383562,0.682927,0.205479,0.365854,1.108108,3.027397,5.390244,0.365854,37,22.459459,104.432432,0.476496,0.279915,0.149573,0.094017,0.526718,36.343511,4.262834,0.563177,Intermediate
5.047917,0.608333,13.327916,10.21875,-119.76311,10.803922,17.21875,15.742857,1.59375,1.457143,0.485714,0.333333,0.485714,0.27451,0.4,1.09375,2.137255,3.114286,0.4,32,17.21875,75.96875,0.519298,0.350877,0.084211,0.045614,0.53,28.09,3.747666,0.517241,Intermediate
5.037162,0.5,12.165525,14.73913,-187.339131,10.590164,28.086957,25.84,2.652174,2.44,1.28,0.47541,1.16,0.180328,0.44,1.086957,2.57377,6.28,0.44,23,28.086957,129.652174,0.484848,0.338843,0.093664,0.082645,0.365854,16.463415,2.869095,0.56192,Intermediate
4.851156,0.486994,12.810818,11.789474,-139.128055,11.621212,20.184211,18.707317,1.736842,1.609756,0.536585,0.318182,0.512195,0.212121,0.341463,1.078947,2.651515,4.268293,0.341463,38,20.184211,88.763158,0.508642,0.320988,0.123457,0.046914,0.453846,26.776923,3.659025,0.528031,Intermediate
4.891938,0.562607,13.584372,12.892857,-162.177506,9.492754,23.392857,20.46875,2.464286,2.15625,1.25,0.507246,1.09375,0.231884,0.5,1.142857,2.144928,4.625,0.5,28,23.392857,102.142857,0.476056,0.340845,0.121127,0.061972,0.504132,30.752066,3.921229,0.541985,Intermediate
5.129915,0.529915,12.816923,10.645161,-140.46031,11.016667,21.322581,20.65625,1.935484,1.875,0.75,0.4,0.75,0.2,0.375,1.032258,1.95,3.65625,0.375,31,21.322581,97.064516,0.557185,0.26393,0.134897,0.043988,0.466667,19.6,3.130495,0.515885,Intermediate
4.753886,0.579016,16.087882,11.317073,-152.930002,11.413333,20.878049,18.608696,1.829268,1.630435,0.586957,0.386667,0.630435,0.173333,0.282609,1.121951,3.493333,5.695652,0.282609,41,20.878049,89.512195,0.493724,0.286611,0.154812,0.064854,0.445255,27.160584,3.685145,0.558411,Intermediate
4.475309,0.515432,13.120759,9.12766,-111.685485,9.878378,15.553191,14.333333,1.574468,1.45098,0.470588,0.297297,0.431373,0.135135,0.196078,1.085106,1.486486,2.156863,0.196078,47,15.553191,61.702128,0.464191,0.312997,0.119363,0.103448,0.398305,18.720339,3.059439,0.515732,Intermediate
4.943077,0.547692,13.963469,12.25,-158.551003,9.179487,22.375,19.888889,2.4375,2.166667,1.138889,0.487179,1.055556,0.269231,0.583333,1.125,2.74359,5.944444,0.583333,32,22.375,101.15625,0.466165,0.313283,0.157895,0.062657,0.464,26.912,3.668242,0.557263,Intermediate
5.034247,0.561644,15.174781,10.021739,-129.873187,11.985294,17.717391,16.632653,1.478261,1.387755,0.387755,0.294118,0.408163,0.205882,0.285714,1.065217,2.882353,4,0.285714,46,17.717391,80.065217,0.521552,0.252155,0.163793,0.0625,0.495726,28.752137,3.791579,0.569325,Intermediate
5.216939,0.546805,14.185358,12.363636,-168.076311,11.446154,22.545455,20.666667,1.969697,1.805556,0.805556,0.415385,0.75,0.292308,0.527778,1.090909,4.123077,7.444444,0.527778,33,22.545455,106.636364,0.518957,0.272512,0.156398,0.052133,0.495652,28.252174,3.758469,0.567204,Intermediate
4.50116,0.50116,14.713978,12.452381,-151.798236,10.423913,22.833333,19.18,2.190476,1.84,0.72,0.358696,0.66,0.184783,0.34,1.190476,3.228261,5.94,0.34,42,22.833333,92.380952,0.444444,0.331313,0.131313,0.092929,0.420732,29.030488,3.809888,0.516163,Intermediate
4.961589,0.553642,15.212578,10.068182,-140.689593,11.155844,19.522727,16.843137,1.75,1.509804,0.490196,0.298701,0.45098,0.285714,0.431373,1.159091,2.233766,3.372549,0.431373,44,19.522727,85.136364,0.497925,0.286307,0.128631,0.087137,0.471014,30.615942,3.91254,0.561118,Intermediate
4.70302,0.562081,13.722135,9.238095,-111.613457,9.970588,16.142857,14.425532,1.619048,1.446809,0.382979,0.279412,0.404255,0.161765,0.234043,1.119048,1.720588,2.489362,0.234043,42,16.142857,66.928571,0.443182,0.321023,0.119318,0.116477,0.451327,23.017699,3.39247,0.519174,Intermediate
4.634058,0.550725,12.939099,11.642857,-153.132982,11.035714,22.071429,19.3125,2,1.75,0.78125,0.410714,0.71875,0.232143,0.40625,1.142857,2.321429,4.0625,0.40625,28,22.071429,91.357143,0.476048,0.320359,0.137725,0.065868,0.448598,21.53271,3.281212,0.540453,Intermediate
4.748006,0.575758,14.416951,10.823529,-207.129064,11.171875,21.029412,19.324324,1.882353,1.72973,0.756757,0.421875,0.72973,0.296875,0.513514,1.088235,2.71875,4.702703,0.513514,34,21.029412,87.794118,0.51436,0.258486,0.154047,0.073107,0.464646,21.373737,3.269078,0.535664,Intermediate
